ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;120.0;120.0;216.0;-96;0;0.5555555555555556;0.5555555555555556
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;96.0;0.0;0.0;96;96;N/A;0.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;120.0;120.0;144.0;-24;0;0.8333333333333334;0.8333333333333334
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;24.0;0.0;0.0;24;24;N/A;0.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;160.0;160.0;160.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;80.0;80.0;100.0;-20;0;0.8;0.8
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;60.0;60.0;80.0;-20;0;0.75;0.75
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA JARDIM JOAMAR ;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;96.0;0.0;0.0;96;96;N/A;0.0
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;120.0;120.0;216.0;-96;0;0.5555555555555556;0.5555555555555556
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;72.0;0.0;0.0;72;72;N/A;0.0
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;72.0;72.0;144.0;-72;0;0.5;0.5
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;400.0;400.0;480.0;-80;0;0.8333333333333334;0.8333333333333334
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;40.0;40.0;80.0;-40;0;0.5;0.5
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA LAUZANE PAULISTA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;156.0;156.0;216.0;-60;0;0.7222222222222222;0.7222222222222222
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;24.0;0.0;0.0;24;24;N/A;0.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;36.0;0.0;0.0;36;36;N/A;0.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;48.0;48.0;144.0;-96;0;0.3333333333333333;0.3333333333333333
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;96.0;0.0;0.0;96;96;N/A;0.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;400.0;400.0;400.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;100.0;100.0;100.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;200.0;200.0;200.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;80.0;80.0;120.0;-40;0;0.6666666666666666;0.6666666666666666
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;20.0;20.0;40.0;-20;0;0.5;0.5
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;0.0;0.0;20.0;-20;0;0.0;0.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMA/UBS INTEGRADA WAMBERTO DIAS DA COSTA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMB ESPEC TUCURUVI - PROF. ARMANDO DE AGUIAR PUPO ;ABR 2020;200.0;200.0;240.0;-40;0;0.8333333333333334;0.8333333333333334
R021-2016;AMB ESPEC TUCURUVI - PROF. ARMANDO DE AGUIAR PUPO ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMB ESPEC TUCURUVI - PROF. ARMANDO DE AGUIAR PUPO ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMB ESPEC TUCURUVI - PROF. ARMANDO DE AGUIAR PUPO ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;AMB ESPEC TUCURUVI - PROF. ARMANDO DE AGUIAR PUPO ;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;40.0;40.0;60.0;-20;0;0.6666666666666666;0.6666666666666666
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO II DR. LEONIDIO GALVÃO DOS SANTOS (JAÇANÃ/ TREMEMBÉ);ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;288.0;288.0;288.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS ADULTO III MANDAQUI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;150.0;150.0;150.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;90.0;90.0;90.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;252.0;252.0;252.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;40.0;40.0;60.0;-20;0;0.6666666666666666;0.6666666666666666
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R021-2016;CAPS ÁLCOOL E DROGAS III SANTANA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R021-2016;CAPS INFANTO JUVENIL III SANTANA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
