ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R022-2016;AMA JARDIM PERI PERI;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA JARDIM PERI PERI;ABR 2020;108.0;108.0;144.0;-36;0;0.75;0.75
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;2160.0;2160.0;2160.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;40.0;40.0;80.0;-40;0;0.5;0.5
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;400.0;400.0;400.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;88.0;88.0;88.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;360.0;360.0;360.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA JARDIM SÃO JORGE;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;2280.0;2280.0;2400.0;-120;0;0.95;0.95
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;400.0;400.0;440.0;-40;0;0.9090909090909091;0.9090909090909091
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;88.0;88.0;88.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;360.0;360.0;400.0;-40;0;0.9;0.9
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA PAULO VI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R022-2016;AMA/UBS INTEGRADA VILA SONIA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
