ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R006-2015;AMA CAPÃO REDONDO;ABR 2020;396.0;396.0;396.0;0;0;1.0;1.0
R006-2015;AMA CAPÃO REDONDO;ABR 2020;252.0;252.0;252.0;0;0;1.0;1.0
R006-2015;AMA CAPÃO REDONDO;ABR 2020;180.0;180.0;180.0;0;0;1.0;1.0
R006-2015;AMA CAPÃO REDONDO;ABR 2020;168.0;168.0;168.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;108.0;108.0;108.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;36.0;36.0;36.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;24.0;24.0;24.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;36.0;36.0;36.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;24.0;24.0;24.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;36.0;36.0;36.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES CAPÃO REDONDO;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA ESPECIALIDADES JARDIM SÃO LUIZ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;180.0;180.0;180.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;1440.0;1440.0;1440.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;240.0;240.0;240.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;240.0;240.0;240.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA JARDIM CAPELA;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;1680.0;1680.0;1680.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;320.0;320.0;320.0;0;0;1.0;1.0
R006-2015;AMA/UBS INTEGRADA PARQUE FERNANDA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
