ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;36.0;36.0;36.0;0;0;1.0;1.0
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;48.0;48.0;48.0;0;0;1.0;1.0
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;60.0;60.0;72.0;-12;0;0.8333333333333334;0.8333333333333334
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;48.0;48.0;72.0;-24;0;0.6666666666666666;0.6666666666666666
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;60.0;60.0;72.0;-12;0;0.8333333333333334;0.8333333333333334
R002-2014;AMA ESPECIALIDADES JARDIM ICARAÍ;ABR 2020;60.0;60.0;72.0;-12;0;0.8333333333333334;0.8333333333333334
R002-2014;AMA/UBS INTEGRADA JARDIM CASTRO ALVES;ABR 2020;288.0;288.0;288.0;0;0;1.0;1.0
R002-2014;AMA/UBS INTEGRADA JARDIM CASTRO ALVES;ABR 2020;400.0;400.0;400.0;0;0;1.0;1.0
R002-2014;AMA/UBS INTEGRADA JARDIM CASTRO ALVES;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R002-2014;AMA/UBS INTEGRADA JARDIM CASTRO ALVES;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
