ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;288.0;252.0;252.0;36;36;1.1428571428571428;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;108.0;84.0;84.0;24;24;1.2857142857142858;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;12.0;6.0;6.0;6;6;2.0;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;588.0;588.0;588.0;0;0;1.0;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;420.0;420.0;420.0;0;0;1.0;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;336.0;336.0;336.0;0;0;1.0;1.0
R020-2016;AMA ALEXANDRE ZAIO;ABR 2020;336.0;336.0;336.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;432.0;432.0;432.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;432.0;432.0;432.0;0;0;1.0;1.0
R020-2016;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;ABR 2020;336.0;336.0;336.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;204.0;204.0;204.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;6.0;6.0;6.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;96.0;96.0;96.0;0;0;1.0;1.0
R020-2016;AMA MAURICE PATE;ABR 2020;18.0;18.0;18.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;12.0;12.0;12.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;6.0;6.0;6.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;30.0;0.0;0.0;30;30;N/A;0.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;30.0;0.0;0.0;30;30;N/A;0.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;10.0;10.0;10.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;10.0;10.0;10.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CANGAÍBA - DR. CARLOS GENTILE DE MELLO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;156.0;156.0;156.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;6.0;6.0;6.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;84.0;84.0;84.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;720.0;720.0;720.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;30.0;30.0;30.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;120.0;120.0;120.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;40.0;0.0;0.0;40;40;N/A;0.0
R020-2016;AMA/UBS INTEGRADA CHÁCARA CRUZEIRO DO SUL;ABR 2020;80.0;80.0;120.0;-40;0;0.6666666666666666;0.6666666666666666
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;216.0;216.0;216.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA JARDIM NORDESTE - ATÉ SETEMBRO 2021;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;144.0;144.0;144.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;24.0;24.0;24.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;156.0;156.0;156.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;84.0;84.0;84.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;18.0;18.0;18.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;72.0;72.0;72.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;0.0;0.0;40;40;N/A;0.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;40.0;80.0;-40;0;0.5;0.5
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;10.0;10.0;10.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA PADRE MANOEL DA NÓBREGA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;180.0;180.0;180.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;168.0;168.0;168.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;12.0;12.0;12.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;84.0;84.0;84.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R020-2016;AMA/UBS INTEGRADA VILA SILVIA;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
